CueAnexo,Nombre,Regimen,Latitud,Longitud,Localidad,Departamento,Jurisdiccion
180106800,ESCUELA PRIMARIA  Nº 497 LETICIA MARTINEZ DE VALLEJOS,Publico,-58.18128404,-27.33472115,YACAREY             ,ITATI,Consejo General de Educacion
180106900,ESCUELA Nº 949 DIR. MANUEL DE JESUS GODOY,Publico,-57.93035593,-27.3413725,SCORZA CUE,ITATI,Consejo General de Educacion
180107000,ESCUELA Nº 818 CONGRESO DE TUCUMAN,Publico,-57.76178495,-27.38387423,TUYUTY,ITATI,Consejo General de Educacion
180107100,ESCUELA Nº 182 MARTIN M. DE GÜEMES,Publico,-58.26219001,-27.35786,SANTA RITA          ,ITATI,Consejo General de Educacion
180107200,ESCUELA Nº 664 DR. NICOLAS AVELLANEDA,Publico,-58.7925579,-30.08663463,SAUCE               ,SAUCE,Consejo General de Educacion
180107300,ESCUELA Nº 653 ANGEL RAFAEL BADARACCO,Publico,-58.77856195,-30.06928835,SAN MARTIN,SAUCE,Consejo General de Educacion
180107400,ESCUELA ESPECIAL Nº 21 ANTONIO GERARDO PIÑEYRO,Publico,-58.7881586,-30.08890738,SAUCE               ,SAUCE,Consejo General de Educacion
180107500,ESCUELA Nº 806,Publico,-58.53570766,-29.98807812,EL PUEBLITO,SAUCE,Consejo General de Educacion
180107600,ESCUELA Nº 938 SGTO.MAYOR MANUEL DE ESCALADA,Publico,-58.08803001,-29.8116,LA FLORESTA,SAUCE,Consejo General de Educacion
180107700,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 41 ARMADA ARGENTINA,Publico,-58.79052094,-30.0860728,SAUCE               ,SAUCE,Consejo General de Educacion
180107800,ESCUELA Nº 651 MANUEL RAFAEL PERFETTO,Publico,-58.7857837,-30.08388679,SAUCE               ,SAUCE,Consejo General de Educacion
180107900,INSTITUTO SUPERIOR DEL PROFESORADO GRAL. JOSE DE SAN MARTIN I-35,Privado No Subvencionado,-59.26396136,-29.15908524,GOYA                ,GOYA,Direccion de Enseñanza Privada
180108000,ESCUELA Nº 367 SUBPREFECTURA GOYA,Publico,-59.4614498,-29.238926,ISLA LA JOSEFINA,GOYA,Consejo General de Educacion
180108100,ESCUELA PRIMARIA Nº 348 DOÑA GOYA,Publico,-59.3356111,-29.1674166,PUERTO BOCA,GOYA,Consejo General de Educacion
180108300,INSTITUTO HISPANOAMERICANO-FUNDACION P/DESARROLLO UNIVERSITARIA AMAR Y APRENDERLPP-4/LP-5/IS-57,Privado Subvencionado,-59.25850901,-29.14447094,GOYA                ,GOYA,Direccion de Enseñanza Privada
180108400,ESCUELA Nº 601,Publico,-59.2537648,-29.14617236,GOYA                ,GOYA,Consejo General de Educacion
180108500,ESCUELA JARDIN DE INFANTES Nº 1 BAMBI,Publico,-59.27010131,-29.14895056,GOYA                ,GOYA,Consejo General de Educacion
180108600,ESCUELA Nº 17 JOSE FERMIN GONZALEZ,Publico,-59.04334616,-28.51191157,BELLA VISTA         ,BELLA VISTA,Consejo General de Educacion
180108700,INSTITUTO NUESTRA SEÑORA DEL CARMEN I-22,Privado No Subvencionado,-59.04686223,-28.50804904,BELLA VISTA         ,BELLA VISTA,Direccion de Enseñanza Privada
180108800,ESCUELA Nº 22 INDEPENDENCIA,Publico,-59.01584961,-28.63577801,COLONIA PROGRESO    ,BELLA VISTA,Consejo General de Educacion
180108900,ESCUELA Nº 891 SANTOS VICTOR GARCIA,Publico,-58.87508,-28.35359,RAICES NORTE,BELLA VISTA,Consejo General de Educacion
180109000,ESCUELA PRIMARIA Nº 854 DON JUAN BRIEND,Publico,-58.94542605,-28.45478091,LAS GARZAS,BELLA VISTA,Consejo General de Educacion
180109100,ESCUELA Nº 814,Publico,-58.83700558,-28.34562267,RAICES NORTE,BELLA VISTA,Consejo General de Educacion
180109200,ESCUELA Nº 675 MARTIN MIGUEL DE GUEMES,Publico,-56.63529634,-29.15418617,PAIRIRI,SAN MARTIN,Consejo General de Educacion
180109300,ESCUELA Nº 154,Publico,-56.72012417,-28.89081201,COLONIA C.PELLEGINI ,SAN MARTIN,Consejo General de Educacion
180109400,ESCUELA Nº 703 TTE. GRAL. PEDRO EUGENIO ARAMBURU,Publico,-57.19630589,-28.96874517,SANTA MARIA,SAN MARTIN,Consejo General de Educacion
180109500,ESCUELA Nº 693 ANTARTIDA ARGENTINA,Publico,-56.20932146,-27.84105272,SAN JUANCITO,SANTO TOME,Consejo General de Educacion
180109600,ESCUELA Nº 225 CESAREO NAVAJAS CENTENO,Publico,-56.4404428,-28.17792627,COLONIA BERON DE ASTRADA,SANTO TOME,Consejo General de Educacion
180109700,ESCUELA Nº 562 JUANITA LUISA MALVIDO Y FONSECA DE LOPEZ,Publico,-56.03450806,-28.59442405,SAN JUAN DEL HORMIGUERO,SANTO TOME,Consejo General de Educacion
180109800,ESCUELA Nº 945,Publico,NULL,NULL,SOSA CUE,SANTO TOME,Consejo General de Educacion
180109900,ESCUELA Nº 862,Publico,-57.09880005,-28.53721,ARROYO CASCO,SAN MARTIN,Consejo General de Educacion
180110000,ESCUELA PRIMARIA COMUN Nº 363,Publico,-56.65391268,-29.03333892,PUERTO EMPEDRADO,SANTO TOME,Consejo General de Educacion
180110100,ESCUELA Nº 561 CTTE. GREGORIO A. PORTILLO,Publico,-56.21697445,-28.00686195,PELON ARROYO,SANTO TOME,Consejo General de Educacion
180110200,ESCUELA Nº 198 SAN PEDRO DEL IBERA,Publico,-56.70216786,-28.15913269,QUINTA TERESA,SANTO TOME,Consejo General de Educacion
180110300,ESCUELA Nº 287 TTE. ADOLFO AGOSTINELLI,Publico,-56.65425203,-29.03313313,ESTANCIA SAN FRANCISCO,SAN MARTIN,Consejo General de Educacion
180110400,ESCUELA Nº 128,Publico,-56.17993072,-27.92937453,SANTO TOME          ,SANTO TOME,Consejo General de Educacion
180110500,ESCUELA PRIMARIA Nº 124,Publico,-56.56069051,-29.05255602,PASO ITU,GENERAL ALVEAR,Consejo General de Educacion
180110600,ESCUELA Nº 236 CESAR RODOLFO TELECHEA,Publico,-56.40032981,-28.87506238,PIRAYU,GENERAL ALVEAR,Consejo General de Educacion
180110700,ESCUELA Nº 777 SAN ANTONIO DE PADUA,Publico,-56.58603536,-29.0101439,PANCHO CUE,GENERAL ALVEAR,Consejo General de Educacion
180110800,ESCUELA AGROTECNICAJOSE M. MALFUSSI     ,Publico,-56.539719,-29.08240983,GENERAL ALVEAR      ,GENERAL ALVEAR,Direccion de Educación Tecnico Profesional
180111000,COLEGIO INFORMATICO SAN JUAN DE VERA,Privado Subvencionado,-58.83827897,-27.46281504,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180111200,INSTITUTO PIO XI I-7,Privado No Subvencionado,-58.85249367,-27.46923019,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180111300,ESCUELA Nº 2 DOMINGO FAUSTINO SARMIENTO,Publico,-58.84025596,-27.46353482,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180111400,COLEGIO SECUNDARIO GENERAL SAN MARTIN,Publico,-58.84162854,-27.46242325,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180111500,ESCUELA Nº 103,Publico,-58.33216914,-27.36725556,ENSENADA GRANDE     ,SAN COSME,Consejo General de Educacion
180111600,ESCUELA Nº 176,Publico,-58.36942584,-27.36566683,ENSENADA GRANDE     ,SAN COSME,Consejo General de Educacion
180111700,ESCUELA PRIMARIA Nº 608 SAGRADO CORAZON DE JESUS,Publico,-58.61026668,-27.49960327,LOMAS NORTE,SAN COSME,Consejo General de Educacion
180111800,ESCUELA Nº 756 OFELIA DE PORTALEA,Publico,-58.54733407,-27.40298521,ENSENADITA          ,SAN COSME,Consejo General de Educacion
180111900,ESCUELA Nº 824 LUIS GONZAGA CHEQUIN,Publico,-57.22275069,-27.51982173,BARRANQUERITAS,SAN MIGUEL,Consejo General de Educacion
180112000,COLEGIO SECUNDARIO DE LORETO,Publico,-57.27222892,-27.76794862,LORETO              ,SAN MIGUEL,Direccion de Nivel Secundario
180112001,ANEXO (CENTRO DE FORMACION PROFESIONAL),Publico,NULL,NULL,LORETO              ,SAN MIGUEL,Direccion de Nivel Secundario
180112100,ESCUELA Nº 673,Publico,-57.203502,-27.6783147,LORETO              ,SAN MIGUEL,Consejo General de Educacion
180112200,ESCUELA Nº 520 LEOPOLDO E. UBEDA,Publico,-57.25608589,-27.74661132,LORETO              ,SAN MIGUEL,Consejo General de Educacion
180112300,ESCUELA Nº 132 ANGEL BASSI,Publico,-57.27797344,-27.76767515,LORETO              ,SAN MIGUEL,Consejo General de Educacion
180112400,ESCUELA PRIMARIA Nº 910 PUERTO ARGENTINO,Publico,-58.3794975,-27.55951237,RINCON DE MEZA,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180112500,ESCUELA Nº 753,Publico,-58.37074899,-27.5766785,RINCON DE NAVARRO,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180112600,ESCUELA PRIMARIA Nº 504,Publico,-58.30792331,-27.53844059,VALENCIA,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180112700,ESCUELA Nº 795 GIL LORENZO BAGLIARDI,Publico,-58.36081923,-27.50555158,ESTACION KILOMETRO 512,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180112800,ESCUELA Nº 116 JUAN ROMERO,Publico,-58.44431618,-27.49260575,SAN LUIS DEL PALMAR ,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180112900,ESCUELA Nº 119,Publico,-58.34760177,-27.46320617,SAN LUIS DEL PALMAR ,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180113000,ESCUELA Nº 930 GENARO BERON DE ASTRADA,Publico,-58.42238691,-27.44974729,ESTACION KILOMETRO 512,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180113100,ESCUELA Nº 737 DOCTOR ALFREDO LANARI,Publico,-58.43498262,-27.51192145,LAGUNITA,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180113300,ESCUELA PRIMARIA Nº 736,Publico,-58.45386541,-27.46620351,SANTOS LUGARES,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180113400,J.I.N. Nº 3 (SEDE) - ESCUELA Nº 6 PUBLIO ESCOBAR,Publico,-58.82386982,-27.46611031,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180113401,J.I.N. Nº 3 - ESCUELA Nº 12 ALTE. GUILLERMO BROWN,Publico,-58.81858601,-27.47431408,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180113402,J.I.N. Nº 3 - ESCUELA Nº 157 TERCER ORDEN FRANCISCANA,Publico,-58.82168205,-27.4745407,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180113404,J.I.N. Nº 3 - ESCUELA Nº 808 DR.VICTORIANO E.MONTES,Publico,-58.82249934,-27.46167154,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180113500,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 1 JUAN JOSE SILVA,Publico,-58.83095842,-27.46936005,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180113700,ESCUELA Nº 6 PUBLIO ESCOBAR,Publico,-58.82386139,-27.46573169,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180113900,COLEGIO SECUNDARIO BRIG.GRAL.PEDRO FERRE,Publico,-58.82020505,-27.47208974,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180113901,EXT.AULICA COLEGIO SEC. BRIG. GRAL. PEDRO FERRE (ESC.Nº 430),Publico,-58.81345613,-27.46913193,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180114000,INSTITUTO SUPERIOR NUEVO SIGLO L.T.8,Privado Subvencionado,-58.83444941,-27.47105921,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180114100,ESCUELA JARDIN DE INFANTES Nº 17 MANUELITA,Publico,-58.83628185,-27.47306841,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180114200,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS DEL BICENTENARIO,Publico,-58.82665124,-27.48320085,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180114300,ESCUELA PRIMARIA DE ADOLESCENTES Y ADULTOS Nº 74,Publico,-58.85003458,-27.47310157,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180114400,INSTITUTO SUPERIOR SAN JOSE I.27,Privado No Subvencionado,-58.83044664,-27.48139989,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180114500,INSTITUTO SUPERIOR JOSEFINA CONTTE,Publico,-58.84121783,-27.46504858,CORRIENTES          ,CAPITAL,Direccion de Nivel Superior
180114501,INSTITUTO SUPERIOR JOSEFINA CONTTE-CAPACITACIONES     ,Publico,NULL,NULL,NULL,CAPITAL,Direccion de Nivel Superior
180114600,ESCUELA PRIMARIA Nº 171,Publico,-59.31809001,-30.33018284,PUESTO LAS CUCHILLAS,ESQUINA,Consejo General de Educacion
180114700,ESCUELA Nº 31,Publico,-59.20626953,-29.94082777,ESQUINA             ,ESQUINA,Consejo General de Educacion
180114800,ESCUELA Nº 272,Publico,-58.75237118,-29.79434059,OVEJITA,SAUCE,Consejo General de Educacion
180114900,ESCUELA Nº 496 SANTIAGO MARIA NIELLA,Publico,-58.3005959,-27.36382462,RAMADA PASO         ,ITATI,Consejo General de Educacion
180115000,ESCUELA Nº 143 PEDRO CELESTINO REYNA,Publico,-58.79025239,-30.08620869,SAUCE               ,SAUCE,Consejo General de Educacion
180115100,ESCUELA Nº 656 24 DE SEPTIEMBRE,Publico,-58.78355115,-30.09059347,SAUCE               ,SAUCE,Consejo General de Educacion
180115200,ESCUELA NORMALESTEBAN ECHEVERRIA,Publico,-58.79171745,-30.07976969,SAUCE               ,SAUCE,Direccion de Nivel Secundario
180115201,EXT.AULICA ESCUELA NORMAL ESTEBAN ECHEVERRIA (ESC.Nº 661),Publico,-59.06045407,-30.18985494,CAÑADITAS,SAUCE,Direccion de Nivel Secundario
180115202,EXT.AULICA ESCUELA NORMAL ESTEBAN ECHEVERRIA (ESC.Nº 665),Publico,-58.80912815,-29.84793767,LOS EUCALIPTOS,SAUCE,Direccion de Nivel Secundario
180115203,EXT.AULICA DE ADULTOS (ESCUELA NORMAL ESTEBAN ECHEVERRIA ),Publico,-58.78975787,-30.08617503,SAUCE               ,SAUCE,Direccion de Nivel Secundario
180115300,INSTITUTO SANTA TERESA DE JESUS I-13,Privado No Subvencionado,-59.26805349,-29.14415939,GOYA                ,GOYA,Direccion de Enseñanza Privada
180115301,COLEGIO SANTA TERESA DE JESÚS IP 2,Privado Subvencionado,NULL,NULL,GOYA                ,GOYA,Direccion de Enseñanza Privada
180115400,ESCUELA PARROQUIAL LA ROTONDA I. P-17 I.S - 52,Privado Subvencionado,-59.27378026,-29.14815916,GOYA                ,GOYA,Direccion de Enseñanza Privada
180115500,ESCUELA Nº 66 GRAL. JOSE DE SAN MARTIN,Publico,-59.27093223,-29.14853097,GOYA                ,GOYA,Consejo General de Educacion
180115600,INSTITUTO ADVENTISTA FRANCISCO RAMOS MEJIA IP.23/IS-70,Privado Subvencionado,-59.0450959,-28.51094708,BELLA VISTA         ,BELLA VISTA,Direccion de Enseñanza Privada
180115700,ESCUELA TECNICA DR. JUAN E. MARTINEZ  ,Publico,-59.04231923,-28.50990005,BELLA VISTA         ,BELLA VISTA,Direccion de Educación Tecnico Profesional
180115900,ESCUELA Nº 563,Publico,-57.17507122,-28.539642,ARROYO CASCO,SAN MARTIN,Consejo General de Educacion
180116000,ESCUELA PRIMARIA Nº 903,Publico,-56.37675047,-27.97343516,PELON ARROYO,SANTO TOME,Consejo General de Educacion
180116100,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS GRAL.BARTOLOME MITRE,Publico,-58.82023085,-27.47176349,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180116200,ESCUELA DE EDUCACION ESPECIAL Y PROF.INSTITUTO PELLETIER,Privado Subvencionado,-58.84169998,-27.46506439,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180116300,COLEGIO SECUNDARIO GRAL. MANUEL BELGRANO,Publico,-58.84147594,-27.46240865,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180116400,INSTITUTO NUESTRA SEÑORA DE LA MISERICORDIA I-29,Privado No Subvencionado,-58.84226304,-27.46376448,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180116500,ESCUELA Nº 500 JOSE GABRIEL GAUNA,Publico,-58.58403695,-27.48887378,RIACHUELO BARDECI,SAN COSME,Consejo General de Educacion
180116600,ESCUELA Nº 422 DR. HUGO GAUNA,Publico,-58.62358989,-27.43111891,SANTA ANA           ,SAN COSME,Consejo General de Educacion
180116700,ESCUELA Nº 506 COMANDANTE ESPORA,Publico,-58.55273917,-27.47961773,PASO DE LA PATRIA   ,SAN COSME,Consejo General de Educacion
180116800,ESCUELA Nº 776,Publico,-58.44306629,-27.35825752,SAN COSME           ,SAN COSME,Consejo General de Educacion
180116900,ESCUELA PRIMARIA Nº 853,Publico,-58.61821,-27.39845,PASO DE LA PATRIA   ,SAN COSME,Consejo General de Educacion
180117000,ESCUELA Nº 429,Publico,-58.41088253,-27.36782402,ENSENADA GRANDE     ,SAN COSME,Consejo General de Educacion
180117100,ESCUELA NORMAL MARTIN MIGUEL DE GUEMES,Publico,-58.55442543,-27.50766787,SAN LUIS DEL PALMAR ,SAN LUIS DEL PALMAR ,Direccion de Nivel Secundario
180117102,EXT.AULICA  ESC.NORMAL MARTIN M. DE GUEMES (ESC.Nº 761),Publico,-58.25952248,-27.5664599,HERLITZKA,SAN LUIS DEL PALMAR ,Direccion de Nivel Secundario
180117103,EXT.AULICA  ESC.NORMAL MARTIN M. DE GUEMES (ESC.Nº 121),Publico,-58.29555176,-27.83155477,RAMONES,SAN LUIS DEL PALMAR ,Direccion de Nivel Secundario
180117105,EXT.AULICA  ESC.NORMAL MARTIN M. DE GUEMES (ESC.Nº 736),Publico,-58.45410987,-27.46618962,ESQUIVEL CUE,SAN LUIS DEL PALMAR ,Direccion de Nivel Secundario
180117106,EXT.AULICA  ESC.NORMAL MARTIN M. DE GUEMES (ESC.Nº 795),Publico,-58.07111314,-27.50527435,CAMPO GRANDE,SAN LUIS DEL PALMAR ,Direccion de Nivel Secundario
180117200,ESCUELA JARDIN DE INFANTES Nº 4 MARINA PEREZ ALVAREZ,Publico,-58.83086855,-27.47023045,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180117300,COLEGIO E INSTITUTO SAN JOSE I.2,Privado No Subvencionado,-58.83706422,-27.46425644,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180117400,ESCUELA Nº 155 SAN VICENTE DE PAUL,Publico,-58.83667854,-27.47314509,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180117500,ESCUELA Nº 160 NUESTRA SRA.DE LA MISERICORDIA,Publico,-58.8407287,-27.46629152,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180117600,INSTITUTO SUPERIOR CARMEN MOLINA DE LLANO,Publico,-58.83768361,-27.4651116,CORRIENTES          ,CAPITAL,Direccion de Nivel Superior
180117700,COLEGIO SAINT PATRICK COLLEGE,Privado Subvencionado,-58.81166137,-27.50396781,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180117800,COLEGIO SALESIANO Y ANEXO NIVEL INICIAL EL SALTIMBANQUI IP-6,Privado Subvencionado,-58.83646189,-27.46609405,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180117900,INSTITUTO DE ENSEÑANZA PRIVADA YAPEYÚ,Privado Subvencionado,-58.83649897,-27.46257735,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180118000,ESCUELA Nº 180,Publico,-57.87393625,-27.35196615,ITATI               ,ITATI,Consejo General de Educacion
180118100,INSTITUTO BERNARDINO RIVADAVIA I-14,Privado No Subvencionado,-58.78864753,-30.08896113,SAUCE               ,SAUCE,Direccion de Enseñanza Privada
180118200,ESCUELA Nº 652,Publico,-58.80955,-30.05589,LA ESTRELLA,SAUCE,Consejo General de Educacion
180118300,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 13 GDOR SANTIAGO BAIBIENE,Publico,-59.27109079,-29.14868411,GOYA                ,GOYA,Consejo General de Educacion
180118400,ESCUELA Nº 207 ENRIQUE CARLES VILA,Publico,-59.25117289,-29.14902627,GOYA                ,GOYA,Consejo General de Educacion
180118500,ESCUELA Nº 902,Publico,-56.84069459,-29.08333891,ORATORIO,SAN MARTIN,Consejo General de Educacion
180118600,ESCUELA Nº 596 MARCOS GALARZA,Publico,-56.67266312,-28.10097469,VILLA AQUINO,SANTO TOME,Consejo General de Educacion
180118700,ESCUELA Nº 775 DR. RENE FAVALORO,Publico,-56.52952813,-28.31584475,YATAY,SANTO TOME,Consejo General de Educacion
180118800,ESCUELA PRIMARIA Nº 686,Publico,-56.47091157,-28.82551453,ESTACION TORRENT,GENERAL ALVEAR,Consejo General de Educacion
180118900,ESCUELA Nº 185 ERNESTO RODOLFO MEYER,Publico,-56.55887185,-28.94595366,SANTA ROSA,GENERAL ALVEAR,Consejo General de Educacion
180119000,ESCUELA PRIMARIA Nº 499 FRANCISCO ANTONIO RIZZUTO,Publico,-58.56906,-27.39109,ENSENADITA          ,SAN COSME,Consejo General de Educacion
180119100,ESCUELA Nº 876,Publico,-58.49903229,-27.43089316,RIACHUELO SAN JOSE,SAN COSME,Consejo General de Educacion
180119200,COLEGIO SECUNDARIO ESCRIBANO PEDRO LECONTE,Publico,-58.65638089,-27.45297006,SANTA ANA,SAN COSME,Direccion de Nivel Secundario
180119300,ESCUELA Nº 105 PEDRO MATOSO,Publico,-58.65507064,-27.45312339,SANTA ANA           ,SAN COSME,Consejo General de Educacion
180119400,ESCUELA Nº 671,Publico,-57.31162693,-27.78172854,ARROYO PORTILLO,SAN MIGUEL,Consejo General de Educacion
180119500,ESCUELA PRIMARIA Nº 117,Publico,-58.3466013,-27.53994275,RINCON DE LA MERCED,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180119600,ESCUELA Nº 801 MANUELA A. BARRIOS DE CAMOZZI,Publico,-58.37888858,-27.41325145,DESAGUADERO,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180119700,ESCUELA PRIMARIA Nº 111 VENANCIO NAZAR,Publico,-58.33027897,-27.64130551,LOMAS DE GONZALEZ,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180119800,ESCUELA Nº 293 TENIENTE GRAL. DONATO ALVAREZ,Publico,-58.80790177,-27.46521617,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180119900,ESCUELA Nº 365,Publico,-58.62228736,-28.22705623,ESTACION LIBERTAD,SALADAS,Consejo General de Educacion
180120000,ESCUELA PRIMARIA Nº 268,Publico,-58.82359996,-28.12908079,COLONIA IMPARCIALES,EMPEDRADO,Consejo General de Educacion
180120100,ESCUELA Nº 323 ISLAS MALVINAS,Publico,-58.7812185,-27.4479537,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180120300,INSTITUTO NUEVO HORIZONTE I.P.37 - I.S.65,Privado Subvencionado,-58.78445868,-27.46507178,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180120400,ESCUELA ISONDU I.P.P.20 - I.P.61,Privado Subvencionado,-57.09538782,-29.71375114,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Direccion de Enseñanza Privada
180120500,INSTITUTO NUESTRO FUTURO Y JARDIN DE INFANTES EL PATO PECO IP-76/IPP-26,Privado Subvencionado,-58.8001698,-27.46975733,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180120800,INSTITUTO SUPERIOR SANTA LUCIA I.S.8,Privado Subvencionado,-59.10092841,-28.991314,SANTA LUCIA         ,LAVALLE,Direccion de Enseñanza Privada
180121200,INSTITUTO PRIVADO SAN BENITO IP-55 - I.S.-11,Privado Subvencionado,-58.84339345,-27.47019784,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180121400,COLEGIO SAN CARLOS,Privado Subvencionado,-58.07831939,-29.18843314,MERCEDES,MERCEDES,Direccion de Enseñanza Privada
180121600,INSTITUTO SUPERIOR TECNOLOGICO Y ESCUELA PROFESIONAL IRUPE I.T-3 - I.PROF.14,Privado Subvencionado,-56.04346849,-28.54709639,SANTO TOME          ,SANTO TOME,Direccion de Enseñanza Privada
180121800,INSTITUTO DE FORMACION DOCENTE,Publico,-56.02191454,-28.05878596,GOBERNADOR AGR. VALENTIN VIRASORO,SANTO TOME,Direccion de Nivel Superior
180121801,SUBSEDE COLONIA LIEBIG'S (I.F.D. DE GOB.VIRASORO),Publico,-55.89154684,-27.74812137,COLONIA LIEBIG'S,ITUZAINGO,Direccion de Nivel Superior
180121900,ESCUELA PRIMARIA  Nº 371 GENERAL TORIBIO DE LUZURIAGA,Publico,-58.7839163,-27.45833483,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180122000,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 60      ,Publico,-58.80821856,-27.4650996,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180122200,E.F.A.COEMBOTA IS.16,Privado Subvencionado,-59.01188347,-29.34382965,GOYA                ,GOYA,Direccion de Enseñanza Privada
180123300,ESCUELA SECUNDARIA DR. JOSE FRANCISCO SOLER IS-14,Privado No Subvencionado,-58.81392633,-27.48460265,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180123400,INSTITUTO PRIVADO NUEVA ESCUELA IPP.34 - IP.51 - IS.38,Privado Subvencionado,-58.81109173,-27.47864375,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180123500,INSTITUTO DE ESTUDIOS SUPERIORES CRISTO REY IT.7,Privado Subvencionado,-58.82193269,-27.4745903,NULL,CAPITAL,Direccion de Enseñanza Privada
180123900,JARDIN DE IFANTES PRIVADO LUNA GORDA IPP-33,Privado Subvencionado,-58.84221329,-27.46471568,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180124300,INSTITUTO PRIVADO KIDS SCHOOL IPP-25;IP-53;IS-55,Privado Subvencionado,-58.84327819,-27.46605928,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180125300,JARDÍN DE INFANTES MIS PRIMEROS PASOS I.P.P.30,Privado Subvencionado,-58.83009772,-27.46274069,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180125800,COLEGIO PRIVADO CENTRO DE ESTUDIOS V. C. IS-15,Privado Subvencionado,-58.78888638,-27.48994919,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180126100,INSTITUTO MARIA AUXILIADORA I-15,Privado No Subvencionado,-58.06270182,-29.78834867,CURUZU CUATIA       ,CURUZU CUATIA,Direccion de Enseñanza Privada
180127800,INSTITUTO SAN MIGUEL ARCANGEL I-19,Privado No Subvencionado,-57.58903635,-27.99255946,SAN MIGUEL,SAN MIGUEL,Direccion de Enseñanza Privada
180128000,INSTITUTO SUPERIOR DE INFORMATICA VIRASORO IT-6;IS-37,Privado Subvencionado,-56.01876411,-28.05475354,GOBERNADOR AGR. VALENTIN VIRASORO,SANTO TOME,Direccion de Enseñanza Privada
180128500,COLEGIO SIGLO XXI IS.13 - IP.56 - IPP.39,Privado Subvencionado,-56.03081649,-28.54792169,SANTO TOME          ,SANTO TOME,Direccion de Enseñanza Privada
180129000,CENTRO DE FORMACION PROFESIONAL CAA CATI,Publico,-57.62524346,-27.7515966,CAA CATI            ,GENERAL PAZ,Direccion de Nivel Secundario
180130900,ESCUELA Nº 156 LA NUEVA ESPERANZA,Publico,-57.2045288,-29.58819643,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
